Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values,,,
81,1,31,62,,,
82,2,31,93,,,
83,11,21,362,,,
84,3,31,124,,,
85,2,31,93,,,
86,7,11,228,,,
87,9,21,300,,,
88,7,31,248,,,
89,4,11,135,,,
90,10,11,321,,,
91,9,31,310,,,
92,6,21,207,,,
93,2,11,73,,,
94,6,21,207,,,
95,6,31,217,,,
96,5,21,176,,,
97,4,21,145,,,
98,10,11,321,,,
99,8,11,259,,,
100,6,31,217,,,
101,6,11,197,,,
102,10,31,341,,,
103,6,21,207,,,
104,6,31,217,,,
105,6,21,207,,,
106,1,21,52,,,
107,10,21,331,,,
108,3,11,104,,,
109,1,21,52,,,
110,6,11,197,,,
111,8,21,269,,,
112,4,21,145,,,
113,4,31,155,,,
114,6,11,197,,,
115,5,11,166,,,
116,10,31,341,,,
117,6,21,207,,,
118,6,21,207,,,
119,10,11,321,,,
120,9,11,290,,,
121,10,31,341,,,
122,1,11,42,,,
123,9,11,290,,,
124,4,21,145,,,
125,1,31,62,,,
126,6,21,207,,,
127,2,11,73,,,
128,1,31,62,,,
129,2,21,83,,,
130,4,31,155,,,
131,1,21,52,,,
132,4,21,145,,,
133,3,21,114,,,
134,5,31,186,,,
135,11,31,372,,,
136,7,11,228,,,
137,4,11,135,,,
138,11,11,352,,,
139,5,21,176,,,
140,8,11,259,,,
141,6,21,207,,,
142,3,21,114,,,
143,5,31,186,,,
144,5,21,176,,,
145,6,21,207,,,
146,11,21,362,,,
147,2,11,73,,,
148,4,31,155,,,
149,6,21,207,,,
150,5,21,176,,,
151,1,31,62,,,
152,4,21,145,,,
153,4,21,145,,,
154,6,21,207,,,
155,5,31,186,,,
156,1,21,52,,,
157,9,21,300,,,
158,2,31,93,,,
159,1,21,52,,,
160,3,31,124,,,
161,8,31,279,,,
162,8,31,279,,,
163,3,21,114,,,
164,9,31,310,,,
165,4,11,135,,,
166,9,11,290,,,
167,1,31,62,,,
168,8,11,259,,,
169,9,11,290,,,
170,2,11,73,,,
171,10,21,331,,,
172,5,11,166,,,
173,6,11,197,,,
174,3,21,114,,,
175,11,31,372,,,
176,8,21,269,,,
177,1,11,42,,,
178,6,31,217,,,
179,7,11,228,,,
180,5,21,176,,,
181,10,21,331,,,
182,1,21,52,,,
183,10,31,341,,,
184,3,21,114,,,
185,6,31,217,,,
186,7,31,248,,,
187,2,21,83,,,
188,11,31,372,,,
189,6,11,197,,,
190,9,11,290,,,
191,3,21,114,,,
192,5,31,186,,,
193,6,11,197,,,
194,1,11,42,,,
195,6,21,207,,,
196,6,31,217,,,
197,7,31,248,,,
198,3,31,124,,,
199,8,31,279,,,
200,4,11,135,,,
201,3,11,104,,,
202,11,11,352,,,
203,5,31,186,,,
204,3,31,124,,,
205,3,11,104,,,
206,2,21,83,,,
207,8,11,259,,,
208,6,21,207,,,
209,6,21,207,,,
210,2,31,93,,,
211,11,31,372,,,
212,1,31,62,,,
213,9,21,300,,,
214,9,31,310,,,
215,1,11,42,,,
216,2,21,83,,,
217,2,21,83,,,
218,3,21,114,,,
219,5,31,186,,,
220,1,11,42,,,
221,9,11,290,,,
222,2,21,83,,,
223,5,21,176,,,
224,6,21,207,,,
225,3,11,104,,,
226,11,21,362,,,
227,6,21,207,,,
228,1,11,42,,,
229,7,11,228,,,
230,11,11,352,,,
231,9,31,310,,,
232,4,11,135,,,
233,9,21,300,,,
234,10,21,331,,,
235,11,11,352,,,
236,10,31,341,,,
237,7,21,238,,,
238,1,21,52,,,
239,10,11,321,,,
240,1,11,42,,,
241,7,21,238,,,
242,9,31,310,,,
243,8,21,269,,,
244,8,31,279,,,
245,10,21,331,,,
246,6,31,217,,,
247,6,21,207,,,
248,6,21,207,,,
249,5,21,176,,,
250,6,11,197,,,
251,11,21,362,,,
252,6,31,217,,,
253,8,31,279,,,
254,1,11,42,,,
255,11,11,352,,,
256,5,31,186,,,
257,8,11,259,,,
258,6,11,197,,,
259,6,21,207,,,
260,6,31,217,,,
261,6,31,217,,,
262,8,21,269,,,
263,3,11,104,,,
264,6,21,207,,,
265,5,11,166,,,
266,10,11,321,,,
267,4,21,145,,,
268,7,11,228,,,
269,9,11,290,,,
270,6,11,197,,,
271,3,31,124,,,
272,9,31,310,,,
273,10,21,331,,,
274,6,11,197,,,
275,8,21,269,,,
276,1,31,62,,,
277,3,31,124,,,
278,11,11,352,,,
279,7,21,238,,,
280,1,11,42,,,
281,1,11,42,,,
282,11,11,352,,,
283,11,31,372,,,
284,9,11,290,,,
285,3,11,104,,,
286,3,31,124,,,
287,2,11,73,,,
288,5,21,176,,,
289,9,31,310,,,
290,1,31,62,,,
291,2,31,93,,,
292,3,21,114,,,
293,9,21,300,,,
294,1,31,62,,,
295,10,11,321,,,
296,6,21,207,,,
297,8,31,279,,,
298,1,11,42,,,
299,11,11,352,,,
300,9,31,310,,,
301,1,31,62,,,
302,10,11,321,,,
303,6,21,207,,,
304,6,21,207,,,
305,9,11,290,,,
306,3,21,114,,,
307,4,31,155,,,
308,2,31,93,,,
309,6,21,207,,,
310,6,31,217,,,
311,10,21,331,,,
312,8,31,279,,,
313,11,21,362,,,
314,6,11,197,,,
315,3,21,114,,,
316,6,11,197,,,
317,11,11,352,,,
318,6,21,207,,,
319,5,31,186,,,
320,8,21,269,,,
321,9,21,300,,,
322,9,11,290,,,
323,8,11,259,,,
324,10,31,341,,,
325,7,11,228,,,
326,10,11,321,,,
327,10,31,341,,,
328,6,11,197,,,
329,10,11,321,,,
330,8,21,269,,,
331,10,11,321,,,
332,8,11,259,,,
333,8,21,269,,,
334,8,31,279,,,
335,7,11,228,,,
336,10,31,341,,,
337,4,31,155,,,
338,6,11,197,,,
339,10,31,341,,,
340,1,31,62,,,
341,9,31,310,,,
342,4,31,155,,,
343,8,11,259,,,
344,5,31,186,,,
345,5,31,186,,,
346,3,31,124,,,
347,8,21,269,,,
348,4,11,135,,,
349,11,21,362,,,
350,10,21,331,,,
351,8,31,279,,,
352,1,21,52,,,
353,3,31,124,,,
354,8,11,259,,,
355,6,11,197,,,
356,10,11,321,,,
357,6,31,217,,,
358,11,31,372,,,
359,11,21,362,,,
360,3,11,104,,,
361,4,31,155,,,
362,6,31,217,,,
363,3,21,114,,,
364,5,21,176,,,
365,6,31,217,,,
366,10,11,321,,,
367,1,31,62,,,
368,11,21,362,,,
369,11,11,352,,,
370,2,31,93,,,
371,3,11,104,,,
372,5,21,176,,,
373,5,31,186,,,
374,9,21,300,,,
375,10,11,321,,,
376,3,21,114,,,
377,6,11,197,,,
378,6,31,217,,,
379,3,11,104,,,
380,3,11,104,,,
381,3,31,124,,,
382,11,21,362,,,
383,3,21,114,,,
384,2,21,83,,,
385,1,31,62,,,
386,10,31,341,,,
387,10,11,321,,,
388,5,31,186,,,
389,9,11,290,,,
390,10,31,341,,,
391,11,21,362,,,
392,3,21,114,,,
393,1,11,42,,,
394,1,21,52,,,
395,5,11,166,,,
396,6,11,197,,,
397,8,31,279,,,
398,1,31,62,,,
399,7,11,228,,,
400,9,11,290,,,
401,8,31,279,,,
402,2,21,83,,,
403,8,31,279,,,
404,9,21,300,,,
405,1,31,62,,,
406,9,11,290,,,
407,5,11,166,,,
408,5,11,166,,,
409,6,11,197,,,
410,8,21,269,,,
411,6,11,197,,,
412,11,11,352,,,
413,7,11,228,,,
414,4,31,155,,,
415,11,31,372,,,
416,6,11,197,,,
417,1,21,52,,,
418,6,21,207,,,
419,1,21,52,,,
420,9,31,310,,,
421,4,31,155,,,
422,3,11,104,,,
423,7,11,228,,,
424,10,31,341,,,
425,11,31,372,,,
426,1,21,52,,,
427,11,31,372,,,
428,6,21,207,,,
429,4,11,135,,,
430,8,31,279,,,
431,6,21,207,,,
432,1,31,62,,,
433,9,21,300,,,
434,1,21,52,,,
435,11,11,352,,,
436,6,31,217,,,
437,5,21,176,,,
438,1,31,62,,,
439,8,21,269,,,
440,4,31,155,,,
441,9,21,300,,,
442,10,31,341,,,
443,4,11,135,,,
444,3,21,114,,,
445,10,21,331,,,
446,1,11,42,,,
447,6,21,207,,,
448,5,11,166,,,
449,6,21,207,,,
450,11,31,372,,,
451,10,21,331,,,
452,11,11,352,,,
453,10,31,341,,,
454,1,11,42,,,
455,10,31,341,,,
456,3,21,114,,,
457,11,31,372,,,
458,9,11,290,,,
459,2,31,93,,,
460,6,21,207,,,
461,6,21,207,,,
462,6,21,207,,,
463,7,31,248,,,
464,7,21,238,,,
465,1,31,62,,,
466,10,21,331,,,
467,2,31,93,,,
468,6,11,197,,,
469,2,11,73,,,
470,11,11,352,,,
471,10,21,331,,,
472,11,11,352,,,
473,9,11,290,,,
474,1,31,62,,,
475,2,11,73,,,
476,1,11,42,,,
477,9,31,310,,,
478,8,31,279,,,
479,6,11,197,,,
480,7,21,238,,,
481,10,31,341,,,
482,4,31,155,,,
483,11,31,372,,,
484,7,11,228,,,
485,2,21,83,,,
486,7,31,248,,,
487,3,21,114,,,
488,4,21,145,,,
489,6,11,197,,,
490,10,11,321,,,
491,6,21,207,,,
492,4,21,145,,,
493,6,31,217,,,
494,10,21,331,,,
495,8,11,259,,,
496,5,11,166,,,
497,11,11,352,,,
498,4,21,145,,,
499,8,31,279,,,
500,3,21,114,,,
501,7,21,238,,,
502,2,21,83,,,
503,9,11,290,,,
504,6,11,197,,,
505,10,21,331,,,
506,5,21,176,,,
507,10,21,331,,,
508,6,31,217,,,
509,4,31,155,,,
510,5,11,166,,,
511,2,21,83,,,
512,8,11,259,,,
513,8,21,269,,,
514,3,21,114,,,
515,4,31,155,,,
516,6,11,197,,,
517,6,11,197,,,
518,4,21,145,,,
519,7,31,248,,,
520,7,31,248,,,
521,9,21,300,,,
522,11,11,352,,,
523,9,31,310,,,
524,6,11,197,,,
525,8,31,279,,,
526,5,11,166,,,
527,6,31,217,,,
528,2,11,73,,,
529,9,31,310,,,
530,2,21,83,,,
531,3,21,114,,,
532,5,21,176,,,
533,7,21,238,,,
534,11,11,352,,,
535,1,31,62,,,
536,6,11,197,,,
537,8,11,259,,,
538,2,21,83,,,
539,5,21,176,,,
540,6,21,207,,,
541,10,21,331,,,
542,4,11,135,,,
543,11,21,362,,,
544,6,31,217,,,
545,5,21,176,,,
546,10,21,331,,,
547,7,21,238,,,
548,3,11,104,,,
549,2,11,73,,,
550,5,31,186,,,
551,5,11,166,,,
552,9,11,290,,,
553,1,21,52,,,
554,6,31,217,,,
555,5,31,186,,,
556,7,11,228,,,
557,2,21,83,,,
558,7,11,228,,,
559,9,21,300,,,
560,11,11,352,,,
561,10,11,321,,,
562,7,11,228,,,
563,1,21,52,,,
564,5,31,186,,,
565,8,31,279,,,
566,9,11,290,,,
567,4,11,135,,,
568,6,21,207,,,
569,2,11,73,,,
570,7,21,238,,,
571,9,11,290,,,
572,8,21,269,,,
573,5,11,166,,,
574,1,11,42,,,
575,1,31,62,,,
576,8,11,259,,,
577,6,31,217,,,
578,5,31,186,,,
579,2,11,73,,,
580,2,31,93,,,
581,6,11,197,,,
582,3,21,114,,,
583,10,31,341,,,
584,2,21,83,,,
585,1,21,52,,,
586,3,21,114,,,
587,5,21,176,,,
588,8,21,269,,,
589,2,11,73,,,
590,7,11,228,,,
591,9,31,310,,,
592,4,31,155,,,
593,6,21,207,,,
594,3,21,114,,,
595,3,11,104,,,
596,5,11,166,,,
597,4,21,145,,,
598,6,11,197,,,
599,2,21,83,,,
600,11,21,362,,,
601,6,21,207,,,
602,4,31,155,,,
603,1,31,62,,,
604,4,11,135,,,
605,6,11,197,,,
606,7,11,228,,,
607,8,21,269,,,
608,2,11,73,,,
609,11,21,362,,,
610,2,21,83,,,
611,1,31,62,,,
612,6,31,217,,,
613,7,21,238,,,
614,1,21,52,,,
615,9,21,300,,,
616,7,11,228,,,
617,11,21,362,,,
618,11,11,352,,,
619,7,21,238,,,
620,2,11,73,,,
621,10,31,341,,,
622,5,21,176,,,
623,6,21,207,,,
624,10,31,341,,,
625,8,11,259,,,
626,6,11,197,,,
627,1,21,52,,,
628,3,31,124,,,
629,10,31,341,,,
630,11,31,372,,,
631,9,31,310,,,
632,4,11,135,,,
633,6,21,207,,,
634,2,21,83,,,
635,6,21,207,,,
636,3,11,104,,,
637,8,31,279,,,
638,11,31,372,,,
639,7,11,228,,,
640,2,21,83,,,
641,7,31,248,,,
642,4,31,155,,,
643,1,31,62,,,
644,6,21,207,,,
645,4,31,155,,,
646,7,11,228,,,
647,4,31,155,,,
648,9,21,300,,,
649,7,21,238,,,
650,2,21,83,,,
651,6,11,197,,,
652,8,11,259,,,
653,6,31,217,,,
654,1,21,52,,,
655,1,11,42,,,
656,8,31,279,,,
657,1,21,52,,,
658,6,21,207,,,
659,2,31,93,,,
660,8,31,279,,,
661,1,21,52,,,
662,4,21,145,,,
663,4,11,135,,,
664,7,31,248,,,
665,1,21,52,,,
666,8,11,259,,,
667,9,11,290,,,
668,11,31,372,,,
669,11,31,372,,,
670,3,11,104,,,
671,7,21,238,,,
672,4,21,145,,,
673,6,31,217,,,
674,8,21,269,,,
675,5,31,186,,,
676,4,21,145,,,
677,9,11,290,,,
678,10,21,331,,,
679,6,31,217,,,
680,5,21,176,,,
681,2,31,93,,,
682,10,31,341,,,
683,2,21,83,,,
684,6,31,217,,,
685,11,21,362,,,
686,10,11,321,,,
687,5,11,166,,,
688,9,21,300,,,
689,11,21,362,,,
690,11,11,352,,,
691,6,31,217,,,
692,1,11,42,,,
693,8,11,259,,,
694,8,31,279,,,
695,2,11,73,,,
696,2,21,83,,,
697,3,21,114,,,
698,6,31,217,,,
699,5,11,166,,,
700,3,31,124,,,
701,4,31,155,,,
702,4,11,135,,,
703,1,31,62,,,
704,3,11,104,,,
705,1,31,62,,,
706,3,31,124,,,
707,7,11,228,,,
708,8,11,259,,,
709,5,31,186,,,
710,11,21,362,,,
711,8,21,269,,,
712,7,31,248,,,
713,1,31,62,,,
714,10,31,341,,,
715,9,21,300,,,
716,7,11,228,,,
717,3,11,104,,,
718,3,21,114,,,
719,6,31,217,,,
720,8,31,279,,,
721,6,21,207,,,
722,2,31,93,,,
723,3,11,104,,,
724,6,31,217,,,
725,4,31,155,,,
726,1,11,42,,,
727,9,31,310,,,
728,8,11,259,,,
729,11,31,372,,,
730,6,31,217,,,
731,9,11,290,,,
732,2,31,93,,,
733,8,11,259,,,
734,2,31,93,,,
735,7,11,228,,,
736,5,21,176,,,
737,10,21,331,,,
738,2,11,73,,,
739,1,21,52,,,
740,2,21,83,,,
741,6,31,217,,,
742,4,11,135,,,
743,3,11,104,,,
744,9,21,300,,,
745,4,11,135,,,
746,4,11,135,,,
747,9,11,290,,,
748,1,21,52,,,
749,9,21,300,,,
750,6,21,207,,,
751,9,11,290,,,
752,2,11,73,,,
753,6,11,197,,,
754,9,11,290,,,
755,4,11,135,,,
756,2,21,83,,,
757,1,21,52,,,
758,1,21,52,,,
759,11,31,372,,,
760,7,11,228,,,
761,2,11,73,,,
762,8,21,269,,,
763,8,11,259,,,
764,11,11,352,,,
765,6,21,207,,,
766,11,21,362,,,
767,4,31,155,,,
768,5,11,166,,,
769,7,31,248,,,
770,9,31,310,,,
771,9,31,310,,,
772,9,11,290,,,
773,7,11,228,,,
774,2,21,83,,,
775,11,21,362,,,
776,9,11,290,,,
777,1,31,62,,,
778,10,21,331,,,
779,4,21,145,,,
780,11,21,362,,,
781,4,21,145,,,
782,11,21,362,,,
783,2,21,83,,,
784,7,21,238,,,
785,3,21,114,,,
786,1,11,42,,,
787,7,31,248,,,
788,6,21,207,,,
789,1,11,42,,,
790,1,11,42,,,
791,10,31,341,,,
792,6,11,197,,,
793,5,31,186,,,
794,2,21,83,,,
795,4,21,145,,,
796,3,31,124,,,
797,1,31,62,,,
798,2,11,73,,,
799,2,21,83,,,
800,1,11,42,,,
801,2,31,93,,,
802,10,21,331,,,
803,3,11,104,,,
804,10,11,321,,,
805,11,11,352,,,
806,11,11,352,,,
807,10,11,321,,,
808,9,21,300,,,
809,6,21,207,,,
810,4,21,145,,,
811,10,31,341,,,
812,10,31,341,,,
813,6,21,207,,,
814,6,11,197,,,
815,5,11,166,,,
816,6,21,207,,,
817,9,31,310,,,
818,1,21,52,,,
819,2,21,83,,,
820,11,31,372,,,
821,3,21,114,,,
822,3,31,124,,,
823,2,31,93,,,
824,4,31,155,,,
825,9,11,290,,,
826,6,11,197,,,
827,6,21,207,,,
828,2,21,83,,,
829,4,11,135,,,
830,1,31,62,,,
831,2,21,83,,,
832,6,31,217,,,
833,2,11,73,,,
834,7,11,228,,,
835,2,21,83,,,
836,9,11,290,,,
837,4,21,145,,,
838,7,21,238,,,
839,8,21,269,,,
840,10,31,341,,,
841,3,11,104,,,
842,11,31,372,,,
843,9,31,310,,,
844,2,31,93,,,
845,10,21,331,,,
846,8,21,269,,,
847,9,21,300,,,
848,6,11,197,,,
849,2,31,93,,,
850,8,21,269,,,
851,1,11,42,,,
852,1,11,42,,,
853,6,31,217,,,
854,9,31,310,,,
855,5,31,186,,,
856,10,21,331,,,
857,5,11,166,,,
858,3,31,124,,,
859,6,11,197,,,
860,1,11,42,,,
861,3,11,104,,,
862,6,11,197,,,
863,7,31,248,,,
864,3,31,124,,,
865,5,21,176,,,
866,8,21,269,,,
867,6,11,197,,,
868,10,21,331,,,
869,6,21,207,,,
870,8,11,259,,,
871,2,21,83,,,
872,7,11,228,,,
873,7,31,248,,,
874,7,31,248,,,
875,6,11,197,,,
876,10,31,341,,,
877,11,21,362,,,
878,10,21,331,,,
879,8,31,279,,,
880,11,11,352,,,
881,6,31,217,,,
882,10,21,331,,,
883,6,11,197,,,
884,7,21,238,,,
885,10,11,321,,,
886,10,31,341,,,
887,6,21,207,,,
888,6,11,197,,,
889,3,31,124,,,
890,5,21,176,,,
891,3,31,124,,,
892,2,31,93,,,
893,2,11,73,,,
894,6,31,217,,,
895,9,21,300,,,
896,11,31,372,,,
897,10,11,321,,,
898,6,21,207,,,
899,7,21,238,,,
900,2,21,83,,,
901,11,31,372,,,
902,11,21,362,,,
903,10,21,331,,,
904,3,21,114,,,
905,8,31,279,,,
906,7,11,228,,,
907,4,31,155,,,
908,9,31,310,,,
909,4,31,155,,,
910,11,31,372,,,
911,8,11,259,,,
912,1,21,52,,,
913,3,21,114,,,
914,7,21,238,,,
915,11,21,362,,,
916,9,21,300,,,
917,5,21,176,,,
918,6,21,207,,,
919,8,31,279,,,
920,10,31,341,,,
921,11,31,372,,,
922,7,31,248,,,
923,4,11,135,,,
924,2,21,83,,,
925,8,31,279,,,
926,6,21,207,,,
927,2,31,93,,,
928,11,21,362,,,
929,2,21,83,,,
930,8,21,269,,,
931,6,31,217,,,
932,8,11,259,,,
933,6,31,217,,,
934,10,31,341,,,
935,11,21,362,,,
936,1,31,62,,,
937,8,11,259,,,
938,2,21,83,,,
939,1,11,42,,,
940,6,31,217,,,
941,6,21,207,,,
942,3,21,114,,,
943,6,21,207,,,
944,10,21,331,,,
945,5,21,176,,,
946,8,31,279,,,
947,6,31,217,,,
948,8,21,269,,,
949,4,31,155,,,
950,7,11,228,,,
951,6,11,197,,,
952,4,11,135,,,
953,10,11,321,,,
954,4,31,155,,,
955,11,11,352,,,
956,8,11,259,,,
957,1,31,62,,,
958,8,21,269,,,
959,6,21,207,,,
960,6,11,197,,,
961,8,21,269,,,
962,6,31,217,,,
963,10,11,321,,,
964,6,21,207,,,
965,5,11,166,,,
966,8,21,269,,,
967,1,31,62,,,
968,4,31,155,,,
969,7,11,228,,,
970,10,31,341,,,
971,8,21,269,,,
972,11,21,362,,,
973,4,21,145,,,
974,3,31,124,,,
975,6,11,197,,,
976,7,11,228,,,
977,3,31,124,,,
978,3,21,114,,,
979,9,11,290,,,
980,6,21,207,,,
981,2,31,93,,,
982,10,11,321,,,
983,4,11,135,,,
984,1,21,52,,,
985,1,21,52,,,
986,6,31,217,,,
987,6,21,207,,,
988,1,11,42,,,
989,1,31,62,,,
990,10,11,321,,,
991,6,31,217,,,
992,3,11,104,,,
993,9,11,290,,,
994,6,11,197,,,
995,2,11,73,,,
996,6,11,197,,,
997,5,21,176,,,
998,11,11,352,,,
999,10,11,321,,,
Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values,,,
0,7,2,219,,,
1,6,4,190,,,
2,10,3,313,,,
3,10,2,312,,,
4,6,3,189,,,
5,9,2,281,,,
6,1,2,33,,,
7,11,2,343,,,
8,8,4,252,,,
9,6,4,190,,,
10,3,3,96,,,
11,7,2,219,,,
12,2,3,65,,,
13,6,4,190,,,
14,8,2,250,,,
15,10,4,314,,,
16,11,2,343,,,
17,6,4,190,,,
18,2,4,66,,,
19,5,4,159,,,
20,6,4,190,,,
21,7,2,219,,,
22,7,3,220,,,
23,11,3,344,,,
24,6,4,190,,,
25,4,4,128,,,
26,6,3,189,,,
27,8,3,251,,,
28,8,3,251,,,
29,8,2,250,,,
30,6,4,190,,,
31,6,4,190,,,
32,11,3,344,,,
33,5,4,159,,,
34,2,3,65,,,
35,9,4,283,,,
36,9,2,281,,,
37,7,4,221,,,
38,7,3,220,,,
39,5,2,157,,,
40,6,2,188,,,
41,6,4,190,,,
42,1,2,33,,,
43,1,4,35,,,
44,5,2,157,,,
45,1,3,34,,,
46,8,3,251,,,
47,6,3,189,,,
48,5,2,157,,,
49,9,4,283,,,
50,8,2,250,,,
51,8,3,251,,,
52,10,2,312,,,
53,10,4,314,,,
54,11,3,344,,,
55,4,4,128,,,
56,2,4,66,,,
57,9,3,282,,,
58,2,4,66,,,
59,1,3,34,,,
60,10,2,312,,,
61,6,2,188,,,
62,7,4,221,,,
63,9,4,283,,,
64,9,4,283,,,
65,6,2,188,,,
66,11,4,345,,,
67,6,3,189,,,
68,7,4,221,,,
69,6,2,188,,,
70,6,2,188,,,
71,11,4,345,,,
72,8,3,251,,,
73,5,3,158,,,
74,3,4,97,,,
75,2,3,65,,,
76,11,2,343,,,
77,5,3,158,,,
78,10,4,314,,,
79,7,3,220,,,
80,10,2,312,,,
81,4,4,128,,,
82,11,4,345,,,
83,5,2,157,,,
84,8,4,252,,,
85,5,3,158,,,
86,7,3,220,,,
87,11,2,343,,,
88,5,2,157,,,
89,10,2,312,,,
90,7,2,219,,,
91,6,4,190,,,
92,4,2,126,,,
93,10,3,313,,,
94,5,4,159,,,
95,10,3,313,,,
96,3,3,96,,,
97,3,2,95,,,
98,11,4,345,,,
99,4,2,126,,,
100,5,4,159,,,
101,6,3,189,,,
102,7,2,219,,,
103,9,3,282,,,
104,3,2,95,,,
105,8,2,250,,,
106,5,3,158,,,
107,9,3,282,,,
108,11,4,345,,,
109,2,4,66,,,
110,3,4,97,,,
111,6,2,188,,,
112,10,2,312,,,
113,7,2,219,,,
114,5,3,158,,,
115,3,4,97,,,
116,7,2,219,,,
117,4,4,128,,,
118,8,2,250,,,
119,3,3,96,,,
120,10,2,312,,,
121,4,3,127,,,
122,8,2,250,,,
123,2,4,66,,,
124,6,3,189,,,
125,6,3,189,,,
126,9,2,281,,,
127,7,4,221,,,
128,8,4,252,,,
129,6,4,190,,,
130,11,2,343,,,
131,4,2,126,,,
132,7,3,220,,,
133,6,2,188,,,
134,1,2,33,,,
135,7,3,220,,,
136,5,4,159,,,
137,5,3,158,,,
138,2,4,66,,,
139,10,4,314,,,
140,8,2,250,,,
141,9,2,281,,,
142,6,4,190,,,
143,9,4,283,,,
144,3,3,96,,,
145,1,2,33,,,
146,3,4,97,,,
147,10,2,312,,,
148,7,3,220,,,
149,1,3,34,,,
150,6,2,188,,,
151,1,3,34,,,
152,3,4,97,,,
153,2,2,64,,,
154,1,4,35,,,
155,3,3,96,,,
156,7,3,220,,,
157,6,2,188,,,
158,11,3,344,,,
159,8,2,250,,,
160,11,2,343,,,
161,2,2,64,,,
162,9,4,283,,,
163,1,2,33,,,
164,6,4,190,,,
165,8,3,251,,,
166,9,4,283,,,
167,7,2,219,,,
168,4,3,127,,,
169,3,4,97,,,
170,2,4,66,,,
171,10,4,314,,,
172,10,3,313,,,
173,7,2,219,,,
174,1,4,35,,,
175,2,2,64,,,
176,3,3,96,,,
177,1,4,35,,,
178,6,2,188,,,
179,6,4,190,,,
180,4,4,128,,,
181,7,2,219,,,
182,1,2,33,,,
183,9,4,283,,,
184,5,2,157,,,
185,11,2,343,,,
186,5,4,159,,,
187,8,4,252,,,
188,3,3,96,,,
189,1,4,35,,,
190,4,4,128,,,
191,3,4,97,,,
192,1,4,35,,,
193,7,3,220,,,
194,11,4,345,,,
195,10,3,313,,,
196,2,4,66,,,
197,9,2,281,,,
198,10,3,313,,,
199,2,4,66,,,
200,2,3,65,,,
201,6,3,189,,,
202,6,2,188,,,
203,2,4,66,,,
204,6,4,190,,,
205,3,2,95,,,
206,3,4,97,,,
207,3,3,96,,,
208,1,3,34,,,
209,6,3,189,,,
210,9,2,281,,,
211,9,4,283,,,
212,9,3,282,,,
213,9,4,283,,,
214,6,3,189,,,
215,6,2,188,,,
216,5,4,159,,,
217,5,4,159,,,
218,10,2,312,,,
219,6,3,189,,,
220,9,3,282,,,
221,6,3,189,,,
222,7,3,220,,,
223,6,2,188,,,
224,4,2,126,,,
225,11,3,344,,,
226,8,3,251,,,
227,5,2,157,,,
228,10,3,313,,,
229,7,3,220,,,
230,3,2,95,,,
231,11,4,345,,,
232,8,4,252,,,
233,10,2,312,,,
234,1,2,33,,,
235,9,2,281,,,
236,9,4,283,,,
237,4,4,128,,,
238,1,2,33,,,
239,3,2,95,,,
240,10,2,312,,,
241,3,2,95,,,
242,10,2,312,,,
243,3,3,96,,,
244,6,3,189,,,
245,9,4,283,,,
246,4,3,127,,,
247,7,4,221,,,
248,1,3,34,,,
249,9,3,282,,,
250,1,3,34,,,
251,4,3,127,,,
252,2,3,65,,,
253,6,4,190,,,
254,4,4,128,,,
255,6,2,188,,,
256,6,2,188,,,
257,6,4,190,,,
258,7,3,220,,,
259,4,4,128,,,
260,6,4,190,,,
261,11,3,344,,,
262,3,4,97,,,
263,5,4,159,,,
264,2,4,66,,,
265,5,2,157,,,
266,5,2,157,,,
267,7,4,221,,,
268,5,4,159,,,
269,8,3,251,,,
270,6,3,189,,,
271,7,3,220,,,
272,6,4,190,,,
273,11,4,345,,,
274,8,2,250,,,
275,7,3,220,,,
276,2,2,64,,,
277,7,3,220,,,
278,2,3,65,,,
279,10,4,314,,,
280,9,4,283,,,
281,6,2,188,,,
282,6,3,189,,,
283,9,3,282,,,
284,1,4,35,,,
285,9,3,282,,,
286,5,3,158,,,
287,9,2,281,,,
288,3,4,97,,,
289,2,4,66,,,
290,6,2,188,,,
291,6,2,188,,,
292,11,3,344,,,
293,8,4,252,,,
294,6,4,190,,,
295,11,3,344,,,
296,9,3,282,,,
297,2,2,64,,,
298,11,3,344,,,
299,1,4,35,,,
300,6,3,189,,,
301,6,3,189,,,
302,5,3,158,,,
303,4,2,126,,,
304,6,3,189,,,
305,1,2,33,,,
306,3,3,96,,,
307,11,3,344,,,
308,1,4,35,,,
309,11,4,345,,,
310,6,2,188,,,
311,8,3,251,,,
312,7,4,221,,,
313,6,4,190,,,
314,6,4,190,,,
315,3,4,97,,,
316,6,3,189,,,
317,5,4,159,,,
318,6,4,190,,,
319,4,4,128,,,
320,6,2,188,,,
321,5,4,159,,,
322,6,4,190,,,
323,10,2,312,,,
324,8,3,251,,,
325,7,2,219,,,
326,8,4,252,,,
327,1,3,34,,,
328,5,3,158,,,
329,10,2,312,,,
330,6,2,188,,,
331,8,4,252,,,
332,4,2,126,,,
333,11,4,345,,,
334,2,3,65,,,
335,3,2,95,,,
336,8,2,250,,,
337,6,4,190,,,
338,8,2,250,,,
339,10,3,313,,,
340,1,3,34,,,
341,6,3,189,,,
342,6,3,189,,,
343,4,2,126,,,
344,4,3,127,,,
345,1,3,34,,,
346,2,4,66,,,
